Id,Date,Nitrat level,Temperature,Humidity,Pressure,Wind_Speed,Precipitation,UV_Index,Oxygen_Level,Weather_Condition,Traffic_Condition,Road_Type,Time_of_Day,Nitrat level2
56,2023-07-13,42.41009106586738,8,12,987,10,31,9,10,Sunny,Light Traffic,Urban Road,Evening,42.41009106586738
57,2023-07-13,55.62660514804569,22,48,1088,26,1,10,16,Snowy,Moderate Traffic,Urban Road,Night,55.62660514804569
58,2023-07-13,35.138862271706834,6,86,901,7,2,2,12,Partly Cloudy,Heavy Traffic,Urban Road,Night,35.138862271706834
59,2023-07-13,41.06256004082725,24,37,920,23,34,10,21,Sunny,Light Traffic,Urban Road,Morning,41.06256004082725
60,2023-07-13,34.16161694681464,5,32,1081,26,48,6,12,Partly Cloudy,Heavy Traffic,Urban Road,Morning,34.16161694681464
61,2023-07-13,65.08041598268098,5,58,972,25,18,1,20,Partly Cloudy,Light Traffic,Rural Road,Evening,65.08041598268098
62,2023-07-13,43.34166368530809,10,97,986,27,4,0,15,Rainy,Moderate Traffic,Rural Road,Afternoon,43.34166368530809
63,2023-07-13,33.82727075691321,18,33,907,28,36,7,30,Rainy,Heavy Traffic,Highway,Night,
64,2023-07-13,26.68522655851956,29,59,967,7,0,5,16,Rainy,Heavy Traffic,Highway,Morning,26.68522655851956
65,2023-07-13,37.35246521057722,10,86,971,16,20,4,13,Cloudy,Light Traffic,Highway,Evening,37.35246521057722
66,2023-07-13,43.3978477508357,27,14,1044,29,15,6,29,Snowy,Moderate Traffic,Rural Road,Afternoon,43.3978477508357
67,2023-07-13,23.29043178003451,23,1,1048,23,38,6,30,Rainy,Heavy Traffic,Highway,Evening,23.29043178003451
68,2023-07-13,48.128326593749506,26,45,974,7,27,10,13,Sunny,Moderate Traffic,Urban Road,Evening,48.128326593749506
69,2023-07-13,36.796587035460874,25,56,989,18,20,1,21,Cloudy,Heavy Traffic,Highway,Night,
70,2023-07-13,40.60010559613407,27,76,1022,14,24,1,22,Rainy,Moderate Traffic,Urban Road,Night,40.60010559613407
71,2023-07-13,32.05486048635714,11,23,923,29,18,0,13,Cloudy,Moderate Traffic,Urban Road,Evening,32.05486048635714
72,2023-07-13,40.844237403169345,6,72,1083,7,46,0,14,Rainy,Moderate Traffic,Urban Road,Night,40.844237403169345
73,2023-07-13,23.51716023402443,19,87,1037,29,28,1,19,Rainy,Moderate Traffic,Highway,Night,23.51716023402443
74,2023-07-13,50.23193827655229,29,42,1098,2,42,2,24,Rainy,Moderate Traffic,Urban Road,Night,50.23193827655229
75,2023-07-13,38.506803550155574,26,50,993,26,0,9,23,Sunny,Light Traffic,Highway,Morning,38.506803550155574
76,2023-07-13,30.819571392644146,17,15,988,14,2,8,22,Rainy,Light Traffic,Highway,Evening,168.0
77,2023-07-13,39.39971381557612,6,44,1022,0,14,6,14,Cloudy,Heavy Traffic,Rural Road,Evening,39.39971381557612
78,2023-07-13,34.960117836762095,25,9,1057,5,50,9,27,Snowy,Light Traffic,Urban Road,Evening,34.960117836762095
79,2023-07-13,59.84812560917825,19,61,911,3,29,10,11,Sunny,Moderate Traffic,Highway,Evening,59.84812560917825
80,2023-07-13,44.12884812187058,7,40,962,28,31,9,10,Cloudy,Light Traffic,Rural Road,Evening,44.12884812187058
81,2023-07-13,43.941165478653815,18,49,1034,15,2,1,17,Cloudy,Light Traffic,Rural Road,Morning,43.941165478653815
82,2023-07-13,26.188120045660284,14,46,1011,28,37,1,25,Sunny,Light Traffic,Rural Road,Afternoon,26.188120045660284
83,2023-07-13,27.78036831921815,17,4,948,28,21,5,10,Sunny,Heavy Traffic,Rural Road,Morning,27.78036831921815
84,2023-07-13,34.73893710988086,17,41,975,18,32,5,28,Sunny,Heavy Traffic,Urban Road,Night,34.73893710988086
85,2023-07-13,23.69426637413,6,23,1067,4,18,1,24,Cloudy,Light Traffic,Rural Road,Evening,23.69426637413
86,2023-07-13,69.0742979459881,24,58,948,12,14,6,24,Rainy,Heavy Traffic,Highway,Morning,69.0742979459881
87,2023-07-13,40.59764682571897,30,76,923,7,39,0,10,Rainy,Moderate Traffic,Highway,Afternoon,40.59764682571897
88,2023-07-13,41.01943815382387,8,16,907,16,9,1,28,Partly Cloudy,Moderate Traffic,Highway,Morning,187.0
89,2023-07-13,41.683938366810196,18,55,1003,17,36,8,13,Partly Cloudy,Heavy Traffic,Highway,Night,41.683938366810196
90,2023-07-13,53.27088891868322,16,30,934,23,15,2,23,Partly Cloudy,Light Traffic,Urban Road,Morning,53.27088891868322
91,2023-07-13,54.50276576050674,17,22,916,19,14,4,14,Rainy,Light Traffic,Rural Road,Morning,54.50276576050674
92,2023-07-13,49.29301833376674,23,46,1099,0,43,5,27,Cloudy,Light Traffic,Urban Road,Morning,49.29301833376674
93,2023-07-13,40.657317692059394,28,23,977,11,29,7,20,Snowy,Heavy Traffic,Highway,Afternoon,40.657317692059394
94,2023-07-13,31.179232275905317,28,72,919,29,37,7,30,Rainy,Light Traffic,Rural Road,Morning,31.179232275905317
95,2023-07-13,51.789981957221244,5,78,1049,28,38,5,10,Rainy,Heavy Traffic,Rural Road,Evening,51.789981957221244
96,2023-07-13,64.2601559747496,28,40,1007,18,0,7,15,Rainy,Light Traffic,Highway,Morning,64.2601559747496
97,2023-07-13,23.844654094217457,18,44,1003,25,39,8,23,Partly Cloudy,Light Traffic,Highway,Morning,23.844654094217457
98,2023-07-13,29.82541066877066,23,24,948,11,34,5,23,Sunny,Light Traffic,Rural Road,Morning,29.82541066877066
10,2023-07-14,44.65976105597991,21,38,1028,14,32,8,30,Cloudy,Light Traffic,Highway,Afternoon,44.65976105597991
11,2023-07-14,29.822033860883884,10,9,972,25,7,4,11,Snowy,Light Traffic,Urban Road,Night,29.822033860883884
12,2023-07-14,35.38781722397113,6,97,901,28,41,1,20,Sunny,Moderate Traffic,Highway,Night,35.38781722397113
13,2023-07-14,52.84030989739276,5,2,1023,4,47,2,24,Sunny,Moderate Traffic,Rural Road,Afternoon,52.84030989739276
14,2023-07-14,52.03478556552834,18,4,1100,30,10,7,10,Partly Cloudy,Light Traffic,Urban Road,Night,52.03478556552834
15,2023-07-14,47.952323350902226,19,55,926,15,32,6,23,Cloudy,Moderate Traffic,Rural Road,Morning,47.952323350902226
16,2023-07-14,55.963681591408175,29,81,1053,0,42,9,28,Sunny,Light Traffic,Rural Road,Night,55.963681591408175
17,2023-07-14,41.09352889047909,19,17,1003,24,18,10,22,Cloudy,Light Traffic,Urban Road,Evening,41.09352889047909
18,2023-07-14,39.086173790971834,21,52,1041,10,50,10,29,Sunny,Light Traffic,Highway,Morning,39.086173790971834
19,2023-07-14,23.88401817936814,21,96,1071,22,16,6,11,Cloudy,Heavy Traffic,Urban Road,Night,23.88401817936814
20,2023-07-14,48.912742696930025,13,77,915,8,30,2,18,Cloudy,Moderate Traffic,Rural Road,Afternoon,48.912742696930025
21,2023-07-14,50.64896343835799,12,48,944,1,21,5,29,Sunny,Light Traffic,Rural Road,Night,50.64896343835799
22,2023-07-14,37.84765978597465,11,87,941,28,5,3,13,Sunny,Light Traffic,Rural Road,Afternoon,37.84765978597465
23,2023-07-14,30.60035047143346,6,79,1080,10,30,8,15,Partly Cloudy,Heavy Traffic,Highway,Afternoon,30.60035047143346
24,2023-07-14,28.032656989806313,25,92,1078,17,5,7,29,Partly Cloudy,Light Traffic,Rural Road,Morning,28.032656989806313
25,2023-07-14,65.61329467595937,16,0,1000,14,12,3,16,Snowy,Light Traffic,Highway,Morning,65.61329467595937
26,2023-07-14,32.27943678184948,12,100,1036,28,14,10,22,Cloudy,Heavy Traffic,Rural Road,Morning,32.27943678184948
27,2023-07-14,26.947702820103917,15,94,1086,1,18,10,22,Cloudy,Light Traffic,Rural Road,Afternoon,26.947702820103917
28,2023-07-14,52.21454648061608,5,8,1085,4,9,0,12,Snowy,Moderate Traffic,Urban Road,Night,52.21454648061608
29,2023-07-14,57.52628923117706,25,19,955,0,4,9,28,Sunny,Heavy Traffic,Highway,Afternoon,57.52628923117706
30,2023-07-14,36.77674104779658,10,31,972,29,17,6,19,Snowy,Moderate Traffic,Urban Road,Morning,36.77674104779658
31,2023-07-14,44.05858103879271,7,92,923,11,2,9,28,Partly Cloudy,Light Traffic,Urban Road,Afternoon,44.05858103879271
32,2023-07-14,38.27605572164457,28,78,1081,18,2,6,20,Partly Cloudy,Heavy Traffic,Highway,Evening,38.27605572164457
33,2023-07-14,45.191955930668186,5,83,967,3,32,1,18,Cloudy,Heavy Traffic,Highway,Evening,45.191955930668186
34,2023-07-14,65.8044953457198,24,31,1045,24,20,6,26,Snowy,Heavy Traffic,Rural Road,Evening,65.8044953457198
35,2023-07-14,31.779151987000578,25,55,1074,20,38,3,30,Snowy,Moderate Traffic,Highway,Night,31.779151987000578
36,2023-07-14,66.6337026143299,30,41,904,27,30,7,26,Sunny,Moderate Traffic,Urban Road,Night,66.6337026143299
37,2023-07-14,37.72236251815718,21,20,966,11,8,10,19,Cloudy,Moderate Traffic,Highway,Morning,37.72236251815718
38,2023-07-14,28.131218157877647,18,41,930,13,6,4,27,Cloudy,Moderate Traffic,Rural Road,Night,28.131218157877647
39,2023-07-14,36.57380557593992,29,89,1010,24,5,2,26,Snowy,Heavy Traffic,Urban Road,Night,36.57380557593992
40,2023-07-14,25.382852405413352,29,80,1004,29,1,6,28,Partly Cloudy,Light Traffic,Urban Road,Evening,25.382852405413352
41,2023-07-14,23.77257768124015,10,58,1056,11,47,3,12,Rainy,Light Traffic,Urban Road,Afternoon,23.77257768124015
42,2023-07-14,51.26237987867609,29,67,906,28,12,3,13,Snowy,Moderate Traffic,Rural Road,Evening,51.26237987867609
43,2023-07-14,33.05836708290854,9,47,1010,22,25,4,14,Cloudy,Light Traffic,Highway,Afternoon,33.05836708290854
44,2023-07-14,56.14660013954824,5,8,978,24,48,3,13,Snowy,Heavy Traffic,Highway,Night,56.14660013954824
45,2023-07-14,37.981997390980986,23,8,1065,11,23,2,18,Cloudy,Light Traffic,Highway,Evening,37.981997390980986
46,2023-07-14,24.051501832074685,17,98,997,14,45,8,25,Rainy,Moderate Traffic,Highway,Evening,24.051501832074685
47,2023-07-14,51.690100489790666,19,88,1061,22,42,9,21,Snowy,Moderate Traffic,Highway,Night,51.690100489790666
48,2023-07-14,53.04191959961153,17,73,989,2,36,7,11,Snowy,Heavy Traffic,Rural Road,Morning,53.04191959961153
49,2023-07-14,22.562423587640513,12,83,974,14,38,7,22,Snowy,Moderate Traffic,Rural Road,Night,22.562423587640513
50,2023-07-14,30.183286054119808,28,61,948,26,36,0,16,Rainy,Heavy Traffic,Urban Road,Night,30.183286054119808
51,2023-07-14,55.77234587042758,8,46,991,16,14,7,24,Snowy,Moderate Traffic,Urban Road,Morning,55.77234587042758
52,2023-07-14,44.17284734234548,10,12,996,10,49,10,25,Rainy,Moderate Traffic,Highway,Morning,44.17284734234548
53,2023-07-14,64.1749056739331,24,54,981,4,6,8,21,Partly Cloudy,Light Traffic,Rural Road,Morning,64.1749056739331
54,2023-07-14,48.22373267430505,9,8,1097,28,18,4,30,Rainy,Light Traffic,Highway,Afternoon,48.22373267430505
55,2023-07-14,36.53941346594665,9,26,967,17,25,10,25,Sunny,Light Traffic,Urban Road,Morning,36.53941346594665
56,2023-07-14,34.471434610268666,20,93,905,17,15,1,29,Rainy,Moderate Traffic,Highway,Evening,34.471434610268666
57,2023-07-14,34.43869318584709,11,16,1019,15,38,4,12,Partly Cloudy,Light Traffic,Rural Road,Morning,34.43869318584709
58,2023-07-14,25.069948840720123,8,15,923,4,29,2,20,Snowy,Heavy Traffic,Rural Road,Morning,25.069948840720123
59,2023-07-14,30.435024641775044,26,23,1041,11,4,1,26,Sunny,Heavy Traffic,Rural Road,Morning,30.435024641775044
60,2023-07-14,62.49022360557867,21,54,979,4,3,8,13,Sunny,Heavy Traffic,Urban Road,Afternoon,62.49022360557867
61,2023-07-14,51.91675867153438,13,61,970,27,33,5,12,Partly Cloudy,Heavy Traffic,Urban Road,Afternoon,51.91675867153438
62,2023-07-14,40.932625289108316,11,81,911,5,34,4,18,Cloudy,Moderate Traffic,Highway,Afternoon,40.932625289108316
63,2023-07-14,32.958330353386955,7,64,974,12,36,2,24,Snowy,Heavy Traffic,Urban Road,Evening,32.958330353386955
64,2023-07-14,49.16820111980115,19,95,1077,9,9,4,28,Rainy,Light Traffic,Highway,Night,49.16820111980115
65,2023-07-14,51.37133943943621,25,51,940,20,35,7,21,Partly Cloudy,Moderate Traffic,Highway,Evening,51.37133943943621
66,2023-07-14,38.975768263830155,27,10,1056,20,20,3,25,Rainy,Heavy Traffic,Rural Road,Night,38.975768263830155
67,2023-07-14,69.0570192057188,10,90,1025,22,44,6,25,Partly Cloudy,Light Traffic,Highway,Afternoon,69.0570192057188
68,2023-07-14,31.647053058601248,10,73,995,30,25,8,14,Sunny,Moderate Traffic,Urban Road,Night,31.647053058601248
69,2023-07-14,50.10918949429411,10,39,1089,11,38,5,21,Sunny,Heavy Traffic,Rural Road,Evening,50.10918949429411
70,2023-07-14,32.198132760775884,7,43,928,22,4,6,21,Sunny,Heavy Traffic,Highway,Evening,32.198132760775884
71,2023-07-14,34.017398621413165,18,21,956,29,0,9,12,Snowy,Heavy Traffic,Urban Road,Afternoon,34.017398621413165
72,2023-07-14,37.93063446914601,26,89,1049,4,23,7,22,Rainy,Moderate Traffic,Highway,Afternoon,37.93063446914601
73,2023-07-14,39.88053568165948,9,90,930,30,12,0,14,Cloudy,Heavy Traffic,Highway,Morning,39.88053568165948
74,2023-07-14,40.40452455583437,8,8,1048,12,40,6,10,Snowy,Light Traffic,Rural Road,Afternoon,40.40452455583437
75,2023-07-14,27.950473026167913,21,18,1100,2,32,7,25,Snowy,Moderate Traffic,Urban Road,Afternoon,27.950473026167913
76,2023-07-14,33.36497070935371,26,87,1060,27,33,0,29,Sunny,Heavy Traffic,Urban Road,Evening,33.36497070935371
77,2023-07-14,54.51251745588238,8,96,906,27,39,1,27,Sunny,Heavy Traffic,Highway,Evening,54.51251745588238
78,2023-07-14,59.87537762633488,26,22,1081,11,35,10,17,Cloudy,Heavy Traffic,Urban Road,Night,59.87537762633488
79,2023-07-14,46.59176948055195,15,70,1085,13,19,0,29,Snowy,Moderate Traffic,Urban Road,Morning,46.59176948055195
80,2023-07-14,64.12648427908374,22,3,902,17,37,3,10,Cloudy,Moderate Traffic,Rural Road,Night,64.12648427908374
81,2023-07-14,36.82308856787475,12,19,904,0,50,5,27,Cloudy,Light Traffic,Urban Road,Afternoon,36.82308856787475
82,2023-07-14,21.927284616618003,26,62,975,7,18,9,29,Cloudy,Heavy Traffic,Highway,Morning,21.927284616618003
83,2023-07-14,31.1211358077259,30,80,981,5,45,7,24,Cloudy,Light Traffic,Rural Road,Night,31.1211358077259
84,2023-07-14,47.94082942612958,27,39,1028,27,50,8,13,Sunny,Heavy Traffic,Urban Road,Night,47.94082942612958
85,2023-07-14,20.215073392720697,8,34,1085,8,45,5,27,Snowy,Heavy Traffic,Highway,Morning,20.215073392720697
86,2023-07-14,34.67579412353187,19,43,1083,11,1,5,27,Cloudy,Heavy Traffic,Highway,Evening,34.67579412353187
87,2023-07-14,36.247980472466445,25,22,960,2,10,8,28,Partly Cloudy,Heavy Traffic,Highway,Afternoon,36.247980472466445
88,2023-07-14,28.827442377566825,26,91,1092,26,28,7,28,Snowy,Heavy Traffic,Urban Road,Night,28.827442377566825
89,2023-07-14,22.426768361152778,21,31,1026,0,1,9,29,Snowy,Heavy Traffic,Urban Road,Morning,22.426768361152778
90,2023-07-14,50.2229372226679,21,0,964,21,47,1,17,Snowy,Light Traffic,Highway,Evening,50.2229372226679
91,2023-07-14,44.583333458455,15,92,1005,27,8,10,20,Partly Cloudy,Light Traffic,Highway,Evening,44.583333458455
92,2023-07-14,42.55282643710025,10,75,1013,30,19,5,27,Rainy,Heavy Traffic,Highway,Night,42.55282643710025
93,2023-07-14,36.755392061496075,23,22,915,20,2,0,22,Cloudy,Heavy Traffic,Urban Road,Evening,36.755392061496075
94,2023-07-14,40.34583311451489,24,35,1078,10,6,1,30,Snowy,Moderate Traffic,Highway,Morning,40.34583311451489
95,2023-07-14,34.833987866772794,8,10,1088,13,44,10,18,Rainy,Heavy Traffic,Rural Road,Morning,34.833987866772794
96,2023-07-14,37.291596549549546,5,38,952,22,6,7,24,Sunny,Heavy Traffic,Urban Road,Night,37.291596549549546
97,2023-07-14,34.77925689693955,19,7,1072,30,4,8,30,Partly Cloudy,Light Traffic,Highway,Night,34.77925689693955
98,2023-07-14,55.702259762002775,17,76,912,24,19,0,24,Snowy,Moderate Traffic,Rural Road,Night,55.702259762002775
10,2023-07-15,54.16690258978965,28,33,1097,0,4,7,12,Cloudy,Heavy Traffic,Urban Road,Afternoon,54.16690258978965
11,2023-07-15,26.479737637420882,13,55,908,24,36,9,27,Partly Cloudy,Light Traffic,Urban Road,Evening,26.479737637420882
12,2023-07-15,39.89732873626875,23,7,1003,21,41,2,17,Sunny,Light Traffic,Urban Road,Night,39.89732873626875
13,2023-07-15,55.118433405034274,19,37,979,10,12,2,13,Cloudy,Light Traffic,Rural Road,Night,55.118433405034274
14,2023-07-15,65.34058151419595,7,22,950,18,45,5,21,Sunny,Moderate Traffic,Rural Road,Morning,65.34058151419595
15,2023-07-15,27.082425117776303,11,5,908,1,50,10,26,Snowy,Heavy Traffic,Highway,Morning,27.082425117776303
16,2023-07-15,35.26112328675774,24,57,1059,16,3,0,29,Cloudy,Light Traffic,Highway,Afternoon,35.26112328675774
17,2023-07-15,60.93687712226708,8,47,907,15,45,0,17,Partly Cloudy,Moderate Traffic,Highway,Afternoon,60.93687712226708
18,2023-07-15,52.3353182528745,9,54,953,17,40,3,17,Cloudy,Heavy Traffic,Urban Road,Afternoon,52.3353182528745
19,2023-07-15,45.89793205501855,17,43,966,28,26,8,27,Rainy,Heavy Traffic,Rural Road,Night,45.89793205501855
20,2023-07-15,43.05996478319616,10,30,996,5,4,10,15,Snowy,Light Traffic,Urban Road,Afternoon,43.05996478319616
21,2023-07-15,53.30572500227556,5,70,1020,0,23,0,15,Partly Cloudy,Moderate Traffic,Highway,Morning,53.30572500227556
22,2023-07-15,51.005495598297095,12,4,936,25,36,10,15,Rainy,Moderate Traffic,Highway,Night,51.005495598297095
23,2023-07-15,54.360364862682964,12,53,1053,13,42,1,14,Partly Cloudy,Light Traffic,Urban Road,Night,54.360364862682964
24,2023-07-15,29.72158048809893,5,61,1042,25,31,1,18,Cloudy,Heavy Traffic,Rural Road,Evening,29.72158048809893
25,2023-07-15,40.00911816379194,11,55,921,15,36,5,18,Snowy,Moderate Traffic,Rural Road,Morning,40.00911816379194
26,2023-07-15,43.40024360404241,5,80,966,15,49,8,20,Sunny,Heavy Traffic,Rural Road,Evening,43.40024360404241
27,2023-07-15,34.78432866142409,7,8,967,25,42,5,14,Cloudy,Moderate Traffic,Highway,Afternoon,34.78432866142409
28,2023-07-15,24.642512564868436,19,13,900,9,38,1,23,Partly Cloudy,Moderate Traffic,Highway,Night,24.642512564868436
29,2023-07-15,32.7265288597635,21,9,1048,24,44,3,18,Cloudy,Light Traffic,Urban Road,Night,32.7265288597635
30,2023-07-15,48.571401427540536,17,39,947,17,33,9,13,Cloudy,Moderate Traffic,Urban Road,Morning,48.571401427540536
31,2023-07-15,38.050940663507156,23,19,1018,17,36,4,26,Snowy,Heavy Traffic,Urban Road,Evening,38.050940663507156
32,2023-07-15,48.01849315579872,24,54,907,21,48,6,21,Partly Cloudy,Light Traffic,Rural Road,Afternoon,48.01849315579872
33,2023-07-15,35.34504105752666,12,94,1077,8,5,4,14,Rainy,Light Traffic,Highway,Evening,35.34504105752666
34,2023-07-15,25.85747735951366,5,86,929,22,15,3,16,Snowy,Light Traffic,Highway,Evening,25.85747735951366
35,2023-07-15,34.360440769818744,15,45,953,7,20,3,30,Rainy,Moderate Traffic,Rural Road,Morning,34.360440769818744
36,2023-07-15,47.2796439169269,15,98,916,9,12,5,21,Snowy,Moderate Traffic,Rural Road,Morning,47.2796439169269
37,2023-07-15,45.561190373136604,20,77,991,12,41,6,16,Rainy,Heavy Traffic,Rural Road,Morning,45.561190373136604
38,2023-07-15,35.76481426238658,30,86,930,4,0,8,13,Partly Cloudy,Moderate Traffic,Rural Road,Night,110.0
39,2023-07-15,27.32810427171772,13,90,938,10,7,9,23,Partly Cloudy,Light Traffic,Rural Road,Evening,27.32810427171772
40,2023-07-15,44.60967035011535,7,10,900,12,29,10,18,Rainy,Moderate Traffic,Rural Road,Night,44.60967035011535
41,2023-07-15,38.84368736822898,7,58,992,5,31,4,22,Sunny,Moderate Traffic,Urban Road,Afternoon,38.84368736822898
42,2023-07-15,52.88460840311018,13,81,1019,10,4,0,12,Rainy,Light Traffic,Urban Road,Evening,52.88460840311018
43,2023-07-15,39.496060272028835,20,92,973,7,7,8,10,Cloudy,Moderate Traffic,Highway,Afternoon,39.496060272028835
44,2023-07-15,29.712057510512867,24,40,1084,14,2,0,17,Partly Cloudy,Light Traffic,Highway,Night,29.712057510512867
45,2023-07-15,28.28342446432821,5,76,1068,11,11,8,17,Rainy,Light Traffic,Urban Road,Afternoon,28.28342446432821
46,2023-07-15,39.905623187786794,16,9,1092,18,17,2,16,Rainy,Heavy Traffic,Highway,Night,185.0
47,2023-07-15,55.48769868914754,15,64,1037,5,15,0,15,Sunny,Light Traffic,Highway,Afternoon,55.48769868914754
48,2023-07-15,44.47045557125671,17,70,1014,24,39,1,23,Snowy,Light Traffic,Urban Road,Evening,44.47045557125671
49,2023-07-15,32.481163630127384,6,69,982,5,6,4,22,Snowy,Moderate Traffic,Rural Road,Night,32.481163630127384
50,2023-07-15,38.585163707794386,10,37,917,13,12,0,16,Rainy,Heavy Traffic,Rural Road,Evening,38.585163707794386
51,2023-07-15,51.12268503585815,23,0,958,26,9,3,21,Sunny,Heavy Traffic,Rural Road,Evening,51.12268503585815
52,2023-07-15,64.1086398196655,21,48,1063,7,19,7,27,Snowy,Light Traffic,Rural Road,Night,64.1086398196655
53,2023-07-15,40.636354583639644,17,76,1001,26,46,3,16,Partly Cloudy,Light Traffic,Rural Road,Afternoon,
54,2023-07-15,32.64878559185952,24,7,1063,20,28,10,30,Cloudy,Light Traffic,Urban Road,Morning,32.64878559185952
55,2023-07-15,41.595651838193106,12,18,1014,11,20,8,15,Partly Cloudy,Moderate Traffic,Rural Road,Night,41.595651838193106
56,2023-07-15,34.32303342050699,25,69,1066,6,27,7,11,Partly Cloudy,Moderate Traffic,Urban Road,Night,34.32303342050699
57,2023-07-15,39.998137384289315,16,99,948,17,30,0,26,Rainy,Light Traffic,Rural Road,Afternoon,39.998137384289315
58,2023-07-15,57.62339831537594,27,3,1097,14,26,7,22,Sunny,Moderate Traffic,Rural Road,Morning,57.62339831537594
59,2023-07-15,23.21479480089888,23,100,1080,19,11,5,19,Partly Cloudy,Heavy Traffic,Urban Road,Evening,23.21479480089888
60,2023-07-15,46.15647825095228,16,40,906,22,16,5,15,Cloudy,Moderate Traffic,Highway,Morning,46.15647825095228
61,2023-07-15,41.21414901688068,13,29,992,29,33,3,10,Rainy,Heavy Traffic,Rural Road,Morning,41.21414901688068
62,2023-07-15,67.88108772600339,23,92,1076,20,41,5,15,Sunny,Heavy Traffic,Rural Road,Night,67.88108772600339
63,2023-07-15,41.5443107297596,13,50,906,26,50,5,17,Sunny,Light Traffic,Rural Road,Morning,41.5443107297596
64,2023-07-15,65.16435523065809,18,95,1053,9,19,0,19,Snowy,Moderate Traffic,Rural Road,Morning,65.16435523065809
65,2023-07-15,49.299861388273094,24,50,901,18,21,5,13,Rainy,Heavy Traffic,Urban Road,Night,49.299861388273094
66,2023-07-15,60.68065233874724,20,72,992,11,48,5,22,Cloudy,Light Traffic,Urban Road,Night,60.68065233874724
67,2023-07-15,30.144120548531834,25,62,902,5,42,5,13,Partly Cloudy,Heavy Traffic,Highway,Morning,30.144120548531834
68,2023-07-15,60.93196466800097,13,8,981,18,35,2,28,Partly Cloudy,Moderate Traffic,Highway,Afternoon,60.93196466800097
69,2023-07-15,39.126283380196796,18,81,923,2,40,1,12,Snowy,Light Traffic,Highway,Evening,39.126283380196796
70,2023-07-15,33.60392052796125,11,89,1071,14,27,9,26,Partly Cloudy,Heavy Traffic,Highway,Night,33.60392052796125
71,2023-07-15,32.93807304761046,12,2,1092,27,6,7,24,Partly Cloudy,Moderate Traffic,Urban Road,Night,32.93807304761046
72,2023-07-15,57.94147723433488,16,92,979,0,23,2,16,Cloudy,Moderate Traffic,Highway,Night,57.94147723433488
73,2023-07-15,47.59143497201538,10,92,1057,29,21,9,18,Cloudy,Heavy Traffic,Rural Road,Afternoon,47.59143497201538
74,2023-07-15,28.13039362411279,13,96,927,24,32,0,27,Sunny,Heavy Traffic,Rural Road,Afternoon,28.13039362411279
75,2023-07-15,52.13227478380038,22,35,1034,29,41,1,20,Rainy,Light Traffic,Rural Road,Evening,52.13227478380038
76,2023-07-15,43.77968072283427,18,84,1033,14,26,8,14,Cloudy,Moderate Traffic,Highway,Night,43.77968072283427
77,2023-07-15,45.13484747685652,5,52,1045,23,46,4,13,Rainy,Moderate Traffic,Highway,Night,45.13484747685652
78,2023-07-15,38.26535538205818,15,33,1020,1,45,6,11,Cloudy,Heavy Traffic,Urban Road,Night,38.26535538205818
79,2023-07-15,48.46284464855881,7,65,1021,22,2,5,26,Partly Cloudy,Heavy Traffic,Urban Road,Evening,48.46284464855881
80,2023-07-15,42.685486716867516,18,57,972,19,29,10,27,Partly Cloudy,Moderate Traffic,Rural Road,Afternoon,42.685486716867516
81,2023-07-15,39.72215348055111,21,92,993,29,47,4,10,Cloudy,Heavy Traffic,Urban Road,Evening,39.72215348055111
82,2023-07-15,30.674341266192577,15,78,926,11,25,10,24,Cloudy,Heavy Traffic,Rural Road,Night,30.674341266192577
83,2023-07-15,38.5006814337031,29,45,1058,6,10,1,27,Snowy,Light Traffic,Highway,Night,38.5006814337031
84,2023-07-15,22.259413334190562,30,76,1096,12,4,4,10,Snowy,Heavy Traffic,Urban Road,Morning,22.259413334190562
85,2023-07-15,42.89792935198798,11,29,937,1,29,5,13,Snowy,Heavy Traffic,Urban Road,Night,42.89792935198798
86,2023-07-15,55.741680147230085,22,72,994,20,38,6,28,Cloudy,Moderate Traffic,Rural Road,Morning,55.741680147230085
87,2023-07-15,31.471782231123683,12,84,913,18,19,8,28,Sunny,Heavy Traffic,Rural Road,Night,31.471782231123683
88,2023-07-15,52.51262124842549,25,15,980,26,41,4,13,Partly Cloudy,Heavy Traffic,Highway,Morning,52.51262124842549
89,2023-07-15,31.213615360905287,13,99,917,24,25,9,17,Cloudy,Light Traffic,Highway,Night,31.213615360905287
90,2023-07-15,25.066431682757703,12,23,1024,21,46,0,12,Snowy,Heavy Traffic,Rural Road,Night,25.066431682757703
91,2023-07-15,35.992080016862346,14,13,968,23,44,7,25,Rainy,Heavy Traffic,Urban Road,Night,35.992080016862346
92,2023-07-15,31.170241934569017,6,68,1075,25,26,10,27,Rainy,Moderate Traffic,Rural Road,Evening,31.170241934569017
93,2023-07-15,30.637453221461953,30,76,1099,4,38,10,22,Partly Cloudy,Heavy Traffic,Highway,Afternoon,30.637453221461953
94,2023-07-15,30.032714540228774,23,64,1013,16,17,5,28,Rainy,Moderate Traffic,Rural Road,Evening,30.032714540228774
95,2023-07-15,35.732082355004565,15,11,1023,12,32,3,10,Sunny,Light Traffic,Rural Road,Morning,35.732082355004565
96,2023-07-15,55.09883303955079,14,93,1011,30,47,8,26,Cloudy,Light Traffic,Urban Road,Morning,55.09883303955079
97,2023-07-15,35.66761741529544,17,99,915,12,25,3,17,Cloudy,Heavy Traffic,Highway,Morning,35.66761741529544
