Date,Name,Nitrat level,Total Revenue,Environmental Certifications,Complaints or Violations,Environmental Expenditures,Research and Development,Government Subsidies/Incentives,Number of Employees,Temp. higher than average,Product Line,Community Engagement Level,Supplier Diversity,Nitrat level2
2023-07-21,"Marquez, Smith and Lopez",92.50608076925982,889906322.97,LEED,8,149965.51,15066.15,252495.59,6798,Yes,Aerospace,Low,Diverse,92.50608076925982
2023-07-21,Chavez-Smith,260.2044279717023,324619502.7,ISO 14001,8,494834.41,77048.16,282490.92,4496,Yes,Electronics,Medium,Not Diverse,260.2044279717023
2023-07-21,Hanson LLC,187.35507207149163,850090938.52,ISO 14001,7,212611.87,64783.67,595522.96,3155,Yes,Consumer Goods,Medium,Diverse,187.35507207149163
2023-07-21,"Briggs, Cole and Salazar",201.93291614773577,757214771.71,LEED,1,862224.25,68375.31,695820.46,6403,Yes,Aerospace,Low,Not Diverse,201.93291614773577
2023-07-21,Jackson-Parks,324.2739778937855,876996471.82,Green Business,10,453845.31,89560.16,531020.54,4288,No,Consumer Goods,Low,Diverse,324.2739778937855
2023-07-21,Zamora Group,343.1331535858366,515082007.0,Green Business,2,267586.64,58857.8,810147.51,4246,No,Pharmaceuticals,High,Diverse,343.1331535858366
2023-07-21,Figueroa-Walker,186.0127485518354,123401604.89,LEED,10,751567.82,46351.46,809846.52,9779,Yes,Consumer Goods,Low,Diverse,186.0127485518354
2023-07-21,Flores-Holt,152.05986783171346,74789349.77,ISO 14001,9,689701.94,78983.77,907266.78,3758,No,Electronics,High,Not Diverse,152.05986783171346
2023-07-21,Everett-Horn,179.97436622697114,12234896.06,Green Business,5,920203.01,99806.44,132903.53,107,Yes,Automotive,Medium,Not Diverse,179.97436622697114
2023-07-21,"Cunningham, Johnson and Murray",94.21450038221752,933564016.87,Green Business,2,289619.49,44901.8,700900.88,7300,No,Consumer Goods,High,Not Diverse,94.21450038221752
2023-07-21,Dougherty-Wallace,219.2609462229485,630493059.28,LEED,9,724399.98,87206.91,852814.76,1084,Yes,Electronics,Medium,Not Diverse,219.2609462229485
2023-07-21,Walker-White,87.75769954810539,338704235.03,Green Business,3,380433.54,59719.29,909890.79,1078,Yes,Aerospace,Low,Diverse,87.75769954810539
2023-07-21,"Jackson, Leblanc and Allen",252.42255663703904,640627923.5,Green Business,4,447871.93,5216.04,359035.33,4986,Yes,Consumer Goods,Medium,Not Diverse,252.42255663703904
2023-07-21,Lindsey-Fisher,161.27076901191123,761978121.36,LEED,3,637565.41,11965.92,592875.15,9715,No,Aerospace,High,Diverse,161.27076901191123
2023-07-21,Moody-Armstrong,87.10341685956838,772815636.21,LEED,10,673229.78,31566.34,639847.26,1972,No,Aerospace,Low,Diverse,87.10341685956838
2023-07-21,"Koch, Silva and Koch",319.8590865154514,770244217.03,Green Business,6,635327.54,90500.37,191548.35,3652,Yes,Electronics,Low,Not Diverse,319.8590865154514
2023-07-21,"Robertson, Beck and Salinas",250.79201185624714,334753720.72,LEED,7,91355.19,94126.07,63846.25,3752,Yes,Electronics,Low,Not Diverse,250.79201185624714
2023-07-21,"Olsen, Watson and Frye",341.13574716609224,621905268.38,ISO 14001,10,119891.09,19232.19,320403.74,1025,Yes,Consumer Goods,Low,Not Diverse,341.13574716609224
2023-07-21,"Jackson, Stephens and Gardner",222.46668790161374,728127122.9,ISO 14001,5,82066.81,27414.98,728458.12,1635,No,Consumer Goods,Medium,Diverse,222.46668790161374
2023-07-21,Fleming-Stevenson,93.3220259836412,427823114.03,Green Business,0,964426.37,51647.46,847796.15,1564,Yes,Automotive,Low,Diverse,93.3220259836412
2023-07-21,"Mcfarland, Sanchez and Oliver",340.7533146553257,328442265.31,Green Business,4,292630.72,59601.66,83312.18,4497,No,Automotive,Medium,Diverse,340.7533146553257
2023-07-21,Rojas LLC,303.1091278088267,917972946.48,Green Business,9,931484.62,36474.36,938801.18,6857,No,Pharmaceuticals,Medium,Not Diverse,
2023-07-21,Miller Ltd,172.3656791077352,103109472.63,ISO 14001,10,401022.82,68898.07,748195.84,934,No,Aerospace,Low,Not Diverse,172.3656791077352
2023-07-21,"Jones, Sanders and Peterson",209.3321800250213,258800203.5,LEED,7,16203.53,79145.35,184508.04,995,Yes,Electronics,Low,Diverse,209.3321800250213
2023-07-21,Mccormick Inc,184.4094597067359,354800063.91,ISO 14001,7,878654.32,64094.3,446241.72,2434,No,Automotive,Medium,Not Diverse,184.4094597067359
2023-07-21,"Freeman, Frederick and Hunter",187.34376145603125,914837718.57,ISO 14001,5,259904.03,21097.12,135208.09,2433,No,Automotive,Medium,Diverse,187.34376145603125
2023-07-21,Patel-Weber,88.00737387033743,871551181.9,ISO 14001,5,757963.54,40391.7,577860.57,4542,No,Aerospace,High,Diverse,88.00737387033743
2023-07-21,"Hicks, Leonard and Oconnell",129.96233678552483,87699637.75,ISO 14001,4,384101.29,19991.75,960250.65,4661,No,Consumer Goods,High,Diverse,129.96233678552483
2023-07-21,"Miller, Taylor and Tran",177.70318964915177,108590917.44,LEED,2,848943.6,29990.33,184427.0,1085,No,Aerospace,High,Diverse,177.70318964915177
2023-07-21,Schneider-Vasquez,168.6338790083,118687987.8,LEED,1,908074.25,22726.69,116989.24,1043,No,Consumer Goods,High,Not Diverse,168.6338790083
2023-07-21,Hardy LLC,180.8136940807067,452741055.83,LEED,0,676036.63,82854.28,541349.98,8381,Yes,Consumer Goods,Low,Diverse,180.8136940807067
2023-07-21,"Johnston, Spencer and Reilly",148.55584260655158,678861977.83,ISO 14001,10,923308.13,62512.04,345205.31,3897,Yes,Consumer Goods,Low,Not Diverse,148.55584260655158
2023-07-21,Phelps PLC,228.45364465736063,612110246.41,ISO 14001,6,935421.16,34546.14,458323.23,7389,No,Electronics,Medium,Not Diverse,228.45364465736063
2023-07-21,"Hanson, Mueller and Davis",181.82877260357898,557641481.69,Green Business,9,355618.82,16483.77,782038.0,8185,No,Electronics,High,Not Diverse,181.82877260357898
2023-07-21,Miller and Sons,147.3242890101522,925019103.94,LEED,10,475514.6,49769.82,885461.54,5000,Yes,Consumer Goods,Low,Diverse,147.3242890101522
2023-07-21,"Pearson, Mckee and Salazar",353.405440629652,969266897.71,ISO 14001,10,95864.47,83635.65,48174.69,6706,No,Aerospace,Medium,Diverse,353.405440629652
2023-07-21,Turner PLC,323.225312585953,759656886.68,ISO 14001,8,294435.95,72362.56,232839.32,6641,Yes,Consumer Goods,High,Diverse,323.225312585953
2023-07-21,"Thompson, Myers and Cole",274.1462884417609,575347580.46,ISO 14001,3,550132.73,48829.76,80319.58,1248,Yes,Pharmaceuticals,Medium,Diverse,274.1462884417609
2023-07-21,Bauer-Miller,236.70528029519232,749441080.0,Green Business,9,98645.44,83035.56,43324.91,7960,Yes,Automotive,Medium,Diverse,236.70528029519232
2023-07-21,James-Hall,265.5433712531913,346097706.73,ISO 14001,6,709044.78,22722.47,722820.56,2135,Yes,Electronics,Medium,Diverse,265.5433712531913
2023-07-21,Moreno-Rodriguez,87.0285902798014,89694367.54,LEED,9,48347.89,40545.97,126052.96,447,No,Automotive,Low,Not Diverse,87.0285902798014
2023-07-21,Cline-Ortiz,301.414330226924,778814375.06,LEED,0,935730.35,70869.34,310439.89,2686,No,Pharmaceuticals,Medium,Not Diverse,301.414330226924
2023-07-21,Garrett-Parker,332.46706540732583,76813564.95,LEED,6,317474.24,26296.3,319734.62,9566,Yes,Aerospace,Low,Diverse,332.46706540732583
2023-07-21,"Wright, Strong and Cooper",315.7980846817392,194780777.79,Green Business,10,331095.76,71581.63,406881.95,762,No,Aerospace,Medium,Diverse,404.0
2023-07-21,Sanchez-Lee,189.66655241722117,773635679.91,ISO 14001,1,844696.09,59141.08,299800.37,3962,No,Automotive,Medium,Not Diverse,189.66655241722117
2023-07-21,Ward-Banks,199.11452897085968,876872359.17,Green Business,2,235832.89,65312.55,982181.29,1065,No,Pharmaceuticals,Medium,Not Diverse,199.11452897085968
2023-07-21,"Lane, Nelson and Davis",86.50390757751414,34997283.11,ISO 14001,4,912443.99,9803.19,954683.43,3849,No,Consumer Goods,Low,Diverse,86.50390757751414
2023-07-21,"Mathews, Ford and Williams",93.8481583537247,676164359.29,Green Business,10,653715.35,50296.05,683216.99,673,No,Electronics,Medium,Not Diverse,93.8481583537247
2023-07-21,Barton Ltd,266.27980126934824,193201182.83,LEED,9,833845.02,89767.37,961500.32,7503,Yes,Automotive,Medium,Diverse,266.27980126934824
2023-07-21,Rosales LLC,189.36123166830802,187948535.88,LEED,6,528904.86,13134.59,498864.06,8194,Yes,Pharmaceuticals,High,Diverse,189.36123166830802
2023-07-21,Carter-Jones,277.79360726935124,217143651.01,LEED,10,727926.89,42023.48,958275.55,1088,No,Electronics,Medium,Not Diverse,277.79360726935124
2023-07-21,Garner-Sherman,359.4500365954997,863447517.9,Green Business,8,983490.89,11838.15,461871.51,6466,No,Automotive,High,Not Diverse,359.4500365954997
2023-07-21,Pineda-Austin,276.5181343836112,943250578.71,ISO 14001,0,432814.09,37151.75,86149.64,2321,Yes,Pharmaceuticals,High,Diverse,276.5181343836112
2023-07-21,Lee Ltd,124.90543721439914,57131999.31,LEED,7,813332.1,41581.65,138575.04,719,Yes,Aerospace,Medium,Diverse,124.90543721439914
2023-07-21,Dickson and Sons,203.76162047586033,856941907.01,Green Business,0,330677.34,40334.01,78267.64,9318,Yes,Pharmaceuticals,Medium,Not Diverse,203.76162047586033
2023-07-21,Garcia PLC,248.51237197842352,800933958.69,ISO 14001,0,736862.13,36654.48,340374.13,1695,Yes,Aerospace,Low,Not Diverse,248.51237197842352
2023-07-21,"Gomez, Wilson and Wilson",199.45757812398355,955114587.93,LEED,2,581745.46,98871.81,27860.11,1762,No,Consumer Goods,Low,Not Diverse,199.45757812398355
2023-07-21,Myers-Cervantes,219.48169848080622,116651537.88,ISO 14001,5,291449.06,97388.39,905294.76,5297,No,Pharmaceuticals,Low,Not Diverse,219.48169848080622
2023-07-21,Cummings and Sons,114.08919528211646,621840461.41,ISO 14001,10,26730.45,61019.33,115510.77,9145,No,Electronics,Low,Not Diverse,114.08919528211646
2023-07-21,Johnson Group,90.81629149534902,350583429.55,Green Business,8,444526.63,7524.95,151766.9,9973,Yes,Pharmaceuticals,Medium,Not Diverse,189.0
2023-07-21,"Brown, Norton and Reyes",87.47090559120838,947725301.0,LEED,2,762913.22,49916.17,524954.1,9392,No,Automotive,High,Not Diverse,87.47090559120838
2023-07-21,Reid Ltd,139.37470707387666,70365086.0,LEED,6,473157.96,20711.42,244064.59,1075,Yes,Consumer Goods,High,Not Diverse,139.37470707387666
2023-07-21,Werner-Levy,195.59211557435916,532410357.83,LEED,6,98993.76,76759.95,559613.16,5018,No,Electronics,High,Diverse,195.59211557435916
2023-07-21,Morrow Ltd,94.30549116786469,424441015.63,ISO 14001,7,400937.91,76354.53,946886.68,3087,Yes,Electronics,High,Diverse,94.30549116786469
2023-07-21,"Taylor, Jones and Dunn",303.9737991591741,904396389.68,LEED,6,680515.73,54328.38,700828.7,3294,No,Electronics,High,Diverse,303.9737991591741
2023-07-21,Jefferson Inc,197.30537368598172,568409803.52,Green Business,2,454476.41,63618.83,862471.76,150,Yes,Electronics,High,Diverse,197.30537368598172
2023-07-21,"Price, Gomez and Willis",88.29549152036455,778227534.03,Green Business,5,734097.24,76339.51,758900.67,2570,No,Pharmaceuticals,High,Diverse,88.29549152036455
2023-07-21,Lopez and Sons,303.4998592429012,684729502.42,LEED,4,653637.91,28017.75,328395.28,5682,No,Electronics,High,Diverse,303.4998592429012
2023-07-21,"Obrien, Bennett and Graham",280.0731841912482,186003033.37,Green Business,3,708164.06,23784.89,923111.92,3987,Yes,Automotive,High,Not Diverse,280.0731841912482
2023-07-21,Salazar-Sandoval,184.01370650265955,435042810.76,LEED,10,185340.31,63461.06,299467.87,9291,No,Pharmaceuticals,Medium,Not Diverse,184.01370650265955
2023-07-21,"Jackson, Franco and Moody",242.18521222610016,309982047.67,LEED,8,426638.37,96746.17,907316.76,1161,Yes,Aerospace,High,Not Diverse,242.18521222610016
2023-07-21,Gomez-Turner,180.46433087552785,368278535.29,LEED,0,134493.76,34098.7,937518.5,7390,Yes,Automotive,Low,Diverse,180.46433087552785
2023-07-21,Fuller-Douglas,258.88480205771594,745283948.65,ISO 14001,0,357254.53,39845.46,706914.84,5670,No,Aerospace,High,Diverse,258.88480205771594
2023-07-21,"Mccarthy, Gardner and Carlson",357.5404493194567,587665660.02,LEED,2,398040.79,29680.73,849983.77,6120,Yes,Pharmaceuticals,Medium,Not Diverse,357.5404493194567
2023-07-21,Moore-Pierce,96.06867548897264,277267028.44,Green Business,8,167179.58,99357.58,86554.58,4652,Yes,Pharmaceuticals,High,Not Diverse,96.06867548897264
2023-07-21,Burns Inc,283.94423671312524,993784598.37,LEED,2,915236.67,69656.38,711183.81,2431,No,Aerospace,Low,Not Diverse,283.94423671312524
2023-07-21,Johnson Inc,89.70623081721205,242488133.26,ISO 14001,7,246744.0,49408.19,620793.95,9275,Yes,Automotive,High,Diverse,89.70623081721205
2023-07-21,"Smith, Sandoval and Wang",187.09851369703674,469898405.51,ISO 14001,6,954846.37,48498.81,522087.19,3472,No,Aerospace,Low,Diverse,187.09851369703674
2023-07-21,"Mejia, Edwards and Zimmerman",94.85502550106678,353562538.13,ISO 14001,5,298670.95,21334.84,357481.8,3760,Yes,Automotive,Medium,Not Diverse,94.85502550106678
2023-07-21,Griffin-Mitchell,230.0379146949211,910596327.21,Green Business,6,240513.74,44668.43,69098.17,4243,Yes,Automotive,Low,Not Diverse,230.0379146949211
2023-07-21,Campos PLC,297.1311598661666,850187721.16,ISO 14001,5,840389.8,67927.42,466572.89,5478,Yes,Electronics,Medium,Diverse,297.1311598661666
2023-07-21,"Hunter, Weiss and Hill",349.1888191274565,125102327.42,Green Business,10,486624.99,43991.86,718816.15,1184,No,Aerospace,Medium,Diverse,349.1888191274565
2023-07-21,Sandoval and Sons,208.96417958712118,816472297.6,Green Business,2,718878.72,25812.19,758037.24,7146,Yes,Pharmaceuticals,Medium,Not Diverse,208.96417958712118
2023-07-21,"Lopez, Ibarra and Rogers",212.2492381760134,153055466.01,Green Business,7,356854.62,65185.59,789537.59,3756,Yes,Electronics,High,Not Diverse,212.2492381760134
2023-07-21,Parker-Adkins,271.2046930279796,994969714.22,LEED,10,87929.54,3140.88,594097.94,7846,No,Electronics,High,Not Diverse,271.2046930279796
2023-07-21,"Smith, Shepard and Walker",87.85457635112617,578089469.09,LEED,10,128633.83,83294.24,287173.28,1946,No,Automotive,Medium,Not Diverse,
2023-07-21,"Perez, Mckinney and Lopez",94.3826545163983,57565690.41,Green Business,10,212876.18,46583.72,452041.99,8237,No,Consumer Goods,Medium,Not Diverse,94.3826545163983
2023-07-21,Olson-Hernandez,360.80415808531956,185445549.43,LEED,3,627605.31,45878.33,165735.03,4222,No,Automotive,Low,Diverse,360.80415808531956
2023-07-21,Gordon Ltd,223.9490448756194,963914511.26,ISO 14001,8,134480.59,74062.19,908333.19,9125,Yes,Aerospace,Low,Diverse,223.9490448756194
2023-07-21,Lopez Ltd,151.86394301110045,998809215.33,Green Business,2,983740.85,96492.1,210529.1,1304,No,Pharmaceuticals,Medium,Diverse,151.86394301110045
2023-07-21,Barnes-Wilson,238.56326666713767,49220612.78,Green Business,9,973432.96,73370.84,82436.8,7364,Yes,Electronics,Low,Diverse,238.56326666713767
2023-07-21,Johnson Ltd,215.6371388055854,257027325.87,LEED,4,301549.49,19167.33,288211.55,128,No,Electronics,High,Not Diverse,215.6371388055854
2023-07-21,Bradley LLC,87.67543843143264,331416037.33,Green Business,7,401247.63,84046.19,777192.71,464,Yes,Aerospace,Low,Not Diverse,87.67543843143264
2023-07-21,Brown-Castillo,251.92349594760634,424764189.14,Green Business,9,230747.77,34139.12,730331.68,1764,No,Consumer Goods,Medium,Not Diverse,251.92349594760634
2023-07-21,"Pearson, Turner and Patterson",141.6430579970048,25495130.93,ISO 14001,9,67471.72,92838.22,223102.39,7548,Yes,Pharmaceuticals,Medium,Not Diverse,141.6430579970048
2023-07-21,Houston PLC,349.17413367819023,323688398.48,LEED,1,308972.68,67180.76,624859.82,1959,Yes,Electronics,Medium,Diverse,349.17413367819023
2023-07-21,Brown-Romero,135.66086512154828,929736382.48,LEED,1,656579.65,57342.99,250005.16,6919,Yes,Pharmaceuticals,Low,Not Diverse,135.66086512154828
2023-07-21,Taylor-Spencer,274.7992360261075,241794862.77,Green Business,4,635140.34,46698.1,13047.26,3582,Yes,Aerospace,High,Not Diverse,274.7992360261075
2023-07-21,Murphy-Campbell,206.14739486902386,387555910.29,LEED,0,847398.18,48783.13,777243.81,2825,No,Automotive,High,Not Diverse,206.14739486902386
2023-07-21,Clay-Campbell,308.00983240957004,312101778.55,LEED,9,274380.37,89106.07,277627.25,3857,Yes,Pharmaceuticals,Low,Diverse,308.00983240957004
2023-07-22,Johnson-Young,178.98476195325495,727487917.82,LEED,0,443801.81,88589.99,318495.91,3784,Yes,Aerospace,High,Diverse,178.98476195325495
2023-07-22,Jackson-Davila,84.30619012501776,187028112.29,Green Business,8,483497.76,52726.07,908517.97,481,Yes,Aerospace,High,Not Diverse,84.30619012501776
2023-07-22,Nelson Group,252.6733584801092,432744158.33,LEED,1,68376.4,68558.8,727074.88,3483,Yes,Aerospace,High,Not Diverse,252.6733584801092
2023-07-22,Patterson Inc,159.75136324569354,341461616.94,Green Business,1,155435.38,89930.51,151447.55,5777,No,Aerospace,Low,Not Diverse,159.75136324569354
2023-07-22,Fernandez-Wallace,84.10325719321209,307068308.33,Green Business,3,944270.96,69436.44,133153.9,9666,No,Automotive,Low,Not Diverse,84.10325719321209
2023-07-22,Campbell LLC,171.11755360739525,845932174.17,LEED,9,343740.36,32582.81,805153.13,4374,No,Aerospace,Medium,Diverse,171.11755360739525
2023-07-22,"Collier, Macdonald and Gibson",274.7981136102435,434185652.03,Green Business,10,322176.72,95947.53,302137.64,6362,No,Electronics,High,Diverse,274.7981136102435
2023-07-22,"Chang, Martinez and Shea",86.27374890510754,719697669.76,ISO 14001,8,445760.73,40095.74,601094.16,3998,Yes,Aerospace,Low,Diverse,86.27374890510754
2023-07-22,Moore-Leonard,84.78174386806725,122384491.46,Green Business,5,807636.4,6302.17,587692.13,5830,No,Electronics,High,Diverse,84.78174386806725
2023-07-22,Holt-Davis,198.41357711440818,645104185.36,ISO 14001,9,694938.97,94206.39,938689.16,7097,Yes,Electronics,High,Diverse,198.41357711440818
2023-07-22,Bruce Ltd,163.6654273264723,180700529.7,Green Business,9,944904.43,47415.4,586929.02,8264,No,Pharmaceuticals,Low,Not Diverse,163.6654273264723
2023-07-22,"Montoya, Jackson and Crane",277.36199919747037,676260491.84,ISO 14001,5,849940.44,64791.41,436747.74,9045,No,Automotive,Low,Not Diverse,277.36199919747037
2023-07-22,Horton-Rodriguez,231.18351637639003,584648012.7,Green Business,9,281804.87,75917.73,616065.32,6136,Yes,Consumer Goods,Medium,Not Diverse,231.18351637639003
2023-07-22,Howard PLC,209.1921667674157,106260616.98,Green Business,2,728118.82,69722.74,39681.95,5675,No,Automotive,Medium,Diverse,209.1921667674157
2023-07-22,"White, Daniel and Mack",252.5287243958754,878354814.68,Green Business,5,654062.08,3573.96,548452.75,9797,No,Automotive,Low,Not Diverse,252.5287243958754
2023-07-22,"Smith, Vargas and Rose",233.1275389061678,884182082.53,LEED,2,228657.22,93463.79,81942.16,3230,Yes,Consumer Goods,High,Not Diverse,233.1275389061678
2023-07-22,"Phelps, Romero and Thompson",87.78965997788639,452955783.28,LEED,5,509542.79,26947.65,775543.93,8671,No,Automotive,Low,Diverse,87.78965997788639
2023-07-22,Jenkins Group,88.653329474577,894085789.76,LEED,7,485803.01,20083.41,995796.95,564,Yes,Aerospace,High,Not Diverse,88.653329474577
2023-07-22,Johnson-Knox,249.86642034088584,776207218.26,ISO 14001,10,712460.72,76644.46,342212.92,5399,No,Pharmaceuticals,High,Not Diverse,249.86642034088584
2023-07-22,"Baker, Burns and Lara",263.033941382295,9582207.78,ISO 14001,5,124236.63,42232.08,452899.67,5410,No,Automotive,High,Diverse,263.033941382295
2023-07-22,"Guerra, Pierce and Phillips",202.01617871426026,108585367.96,ISO 14001,2,419833.85,24198.79,129492.48,5772,No,Automotive,Medium,Diverse,202.01617871426026
2023-07-22,"Bradley, Orr and Underwood",136.44275282872476,204657737.85,LEED,1,981046.71,1914.65,590876.22,5420,Yes,Electronics,High,Diverse,136.44275282872476
2023-07-22,Wright Inc,293.49710251335506,226661327.54,ISO 14001,0,249746.07,75720.82,398932.85,5515,Yes,Automotive,High,Diverse,293.49710251335506
2023-07-22,Blevins-Baker,90.27126802898285,143712680.69,Green Business,8,242160.85,17507.82,169947.57,8176,No,Automotive,High,Not Diverse,90.27126802898285
2023-07-22,"Byrd, Cannon and Estrada",89.98386093781315,179808330.3,ISO 14001,1,255347.13,4855.0,715799.78,6740,Yes,Electronics,High,Not Diverse,89.98386093781315
2023-07-22,Myers-Brown,249.511452802605,143141461.19,Green Business,3,542369.99,70740.22,803265.99,3106,No,Pharmaceuticals,Medium,Diverse,249.511452802605
2023-07-22,Sherman Inc,159.8652729017714,706729577.2,LEED,9,306091.02,94337.62,137419.68,6882,Yes,Pharmaceuticals,High,Not Diverse,159.8652729017714
2023-07-22,Dean-Dixon,220.75332466236657,620677418.48,ISO 14001,6,994245.26,1436.18,926375.41,2504,No,Aerospace,High,Diverse,220.75332466236657
2023-07-22,"Harris, Smith and Walter",207.12774059849355,831739432.9,Green Business,3,196737.34,85258.76,447581.04,9043,No,Pharmaceuticals,Medium,Not Diverse,207.12774059849355
2023-07-22,Wilson-King,153.5458224801179,99526366.07,Green Business,2,873763.37,48557.8,465704.19,3021,No,Automotive,Low,Not Diverse,153.5458224801179
2023-07-22,"Gay, Bullock and Watson",368.55622502016246,993967264.84,LEED,6,386887.98,64082.89,425542.85,1486,No,Pharmaceuticals,High,Not Diverse,368.55622502016246
2023-07-22,Sweeney Group,88.0716324561467,433045732.29,ISO 14001,3,824035.01,32182.99,176562.86,1663,No,Aerospace,Low,Diverse,88.0716324561467
2023-07-22,English-Cordova,304.10437749952985,459434086.41,ISO 14001,6,502696.79,82159.36,358444.9,370,No,Pharmaceuticals,High,Not Diverse,304.10437749952985
2023-07-22,Thomas Ltd,84.90247181132116,533930703.48,LEED,8,947608.13,90990.98,991875.02,7830,Yes,Consumer Goods,High,Diverse,84.90247181132116
2023-07-22,"Small, Thompson and Lawson",283.1139481686314,730350311.5,LEED,7,574719.06,69759.56,126312.47,2337,No,Automotive,Low,Diverse,283.1139481686314
2023-07-22,"Lynch, Weber and Powers",84.84674315409943,542597264.1,ISO 14001,9,922198.2,63238.0,736002.99,3496,Yes,Consumer Goods,High,Diverse,84.84674315409943
2023-07-22,Cummings-Morales,209.606439128405,210314854.57,LEED,10,417226.17,32915.3,391689.58,1310,Yes,Pharmaceuticals,Medium,Diverse,209.606439128405
2023-07-22,Weaver PLC,352.6322584377603,486815890.79,Green Business,7,859038.22,22578.12,167284.92,5032,Yes,Electronics,Medium,Diverse,352.6322584377603
2023-07-22,Hess and Sons,90.07130225546928,755341344.63,LEED,5,395065.44,78400.03,989346.41,4719,No,Aerospace,Medium,Not Diverse,232.0
2023-07-22,Rogers Ltd,314.41774601424277,244476259.34,Green Business,2,220357.3,92035.94,690819.65,6869,Yes,Aerospace,High,Not Diverse,314.41774601424277
2023-07-22,"Martinez, Torres and Stafford",277.3379331112371,917354072.44,ISO 14001,4,972645.97,5743.13,630849.63,7447,No,Aerospace,High,Diverse,277.3379331112371
2023-07-22,"Perez, Kelly and Ross",87.48083775589434,895757244.36,LEED,10,228914.91,4739.4,259598.41,2456,No,Pharmaceuticals,Medium,Diverse,87.48083775589434
2023-07-22,Mcguire and Sons,208.4132262136009,773290761.41,LEED,8,144028.55,9078.82,334664.24,7693,Yes,Consumer Goods,Medium,Diverse,208.4132262136009
2023-07-22,Cole-Smith,195.04591234075042,645228909.06,ISO 14001,3,213408.35,92137.12,125704.77,6068,No,Automotive,Low,Diverse,195.04591234075042
2023-07-22,"Wright, Gill and Harris",84.47364815659702,143201784.64,ISO 14001,2,451848.79,41256.32,761761.56,2266,No,Automotive,Medium,Not Diverse,84.47364815659702
2023-07-22,Moss PLC,88.33489120069638,46211679.09,Green Business,5,769498.06,92663.81,878919.62,8104,No,Electronics,High,Not Diverse,88.33489120069638
2023-07-22,Thomas and Sons,162.75736028324874,887900654.13,ISO 14001,4,950262.39,31184.8,174497.43,519,Yes,Electronics,High,Not Diverse,162.75736028324874
2023-07-22,"Holmes, Hall and Holland",204.50788017504215,609934723.16,Green Business,0,656180.91,82661.35,23016.0,5282,No,Consumer Goods,Low,Diverse,204.50788017504215
2023-07-22,Kelley Group,201.03641979594056,896730810.46,LEED,4,931815.5,79797.16,787549.42,8997,Yes,Aerospace,Medium,Diverse,201.03641979594056
2023-07-22,"Goodwin, Smith and Sims",228.22182137039457,839986668.63,ISO 14001,1,779601.05,25394.47,687300.1,1940,Yes,Automotive,Low,Diverse,228.22182137039457
2023-07-22,Graham-Garcia,228.57385041039075,314918987.11,Green Business,9,207838.08,33492.33,759297.38,2681,No,Aerospace,High,Not Diverse,228.57385041039075
2023-07-22,"Summers, Hayes and Schultz",92.40103857564442,231779551.7,Green Business,2,672259.7,11625.53,799338.53,6218,Yes,Aerospace,Low,Not Diverse,92.40103857564442
2023-07-22,Harrell Ltd,163.83663372319003,736960724.69,Green Business,6,707140.39,28313.27,138412.58,3129,Yes,Pharmaceuticals,High,Diverse,163.83663372319003
2023-07-22,Campbell-Durham,91.13982726033029,147156262.09,Green Business,0,810697.11,32541.6,174092.05,7894,Yes,Electronics,Low,Diverse,91.13982726033029
2023-07-22,Pennington-Garcia,234.66851409903006,897879821.52,ISO 14001,10,283451.4,90318.24,227746.72,8199,No,Automotive,Low,Not Diverse,234.66851409903006
2023-07-22,Solis LLC,280.01740480255455,676345907.64,Green Business,10,407360.17,32922.97,665049.35,2314,No,Aerospace,High,Not Diverse,280.01740480255455
2023-07-22,Flores-Weber,254.31634773301707,619809345.63,ISO 14001,10,653397.42,79778.5,426234.32,9512,Yes,Consumer Goods,High,Not Diverse,254.31634773301707
2023-07-22,Haynes Group,231.44686571924342,185234494.26,Green Business,1,987308.01,39017.09,882024.29,4444,Yes,Aerospace,Low,Diverse,231.44686571924342
2023-07-22,"Gonzalez, Perry and Diaz",220.7660180703506,300998224.2,ISO 14001,9,779817.8,48130.0,63173.22,9281,No,Pharmaceuticals,High,Not Diverse,
2023-07-22,"Miller, Matthews and Williams",127.2152901455244,205007137.43,LEED,10,785308.74,79309.32,538082.04,7740,Yes,Automotive,Low,Not Diverse,127.2152901455244
2023-07-22,Black-Decker,246.65805391564106,597028053.03,LEED,5,62088.58,86718.3,247785.47,7595,No,Electronics,Low,Diverse,246.65805391564106
2023-07-22,"Maynard, Miller and Hansen",166.87227904234666,523162358.19,Green Business,6,744386.5,35109.55,802970.48,5517,Yes,Aerospace,Medium,Diverse,166.87227904234666
2023-07-22,"Porter, Bennett and Kidd",233.1788073945354,731906295.12,LEED,5,559787.82,68617.52,760495.77,510,No,Aerospace,Low,Diverse,233.1788073945354
2023-07-22,"Oliver, Aguilar and Santiago",200.42174456900634,911839944.76,LEED,1,68531.54,70942.91,403799.4,536,Yes,Automotive,High,Diverse,200.42174456900634
2023-07-22,Hess and Sons,209.02475251668088,416208529.7,LEED,4,610350.35,51663.85,542911.41,5675,No,Consumer Goods,Low,Not Diverse,209.02475251668088
2023-07-22,Stanley and Sons,268.68304462132363,186541394.21,Green Business,2,615957.86,60117.02,321828.26,7269,Yes,Consumer Goods,High,Diverse,268.68304462132363
